code,name,animal_proportion,has_meat_or_poultry,has_fish,has_seafood,ingredient_subgroup_code,fao_subgroup_code
PR0001106,"Semper 120g   Kasvislasagne alkaen 6 kk, valmis ateria",0.3,0,0,0,501,1805
PR0001118,Piltti Pohjoisen maut 125g Prinsessa marjasose 5kk,0.0,0,0,0,404,1004
PR0001121,Piltti 190g Päärynää ja mangoa hedelmäsose 5kk,0.0,0,0,0,401,1004
PR0001125,"90g Ella's Kitchen The Red One, Punainen hedelmäsmoothie alkaen 6kk LUOMU",0.0,0,0,0,401,1004
PR0001198,"Semper Vego EKO Luomu falafeleja, couscousia ja tomaattikastiketta alkaen 12kk lasten luomuateria 23",0.1,0,0,0,604,1806
PR0001202,Fazer Aito 1l ESL Gluteeniton Kaurajuoma,0.0,0,0,0,1501,111
PR0001203,Oatly Kaurajuoma Luomu 1L,0.0,0,0,0,1501,111
PR0001204,"Elovena 1l kaurajuoma 1,5%",0.0,0,0,0,1501,111
PR0001205,Fazer Aito 1l ESL Luomu Kaurajuoma,0.0,0,0,0,1501,111
PR0001206,Alpro No Sugars Kaurajuoma ilman sokereita 1L,0.0,0,0,0,1501,111
PR0001208,Valio appelsiinitäysmehu 1 l perinteinen,0.0,0,0,0,1201,1407
PR0001209,Valio Hedelmätarha® luomuomenatäysmehu 1 l,0.0,0,0,0,1201,1407
PR0001211,"Alpro Greek Style Hapatettu soijavalmiste, mango 400g",0.0,0,0,0,1501,302
PR0001212,"Alpro Greek Style Hapatettu soijavalmiste, maustamaton 400g",0.0,0,0,0,1501,302
PR0001213,"Alpro More fruit, no added sugars Hapatettu soijavalmiste mango 400g",0.0,0,0,0,1501,302
PR0001214,"Alpro Plantgurt Hapatettu soijavalmiste, maustamaton 750g",0.0,0,0,0,1501,302
PR0001215,Fazer Aito gluteeniton mustikka kauravälipala 150g,0.0,0,0,0,503,111
PR0001217,Elovena 150g mansikka kauravälipala,0.0,0,0,0,503,111
PR0001240,HK Ohuen Ohut Ultrakevyt Meetvursti 9% 100 g,1.0,1,0,0,905,702
PR0001244,Oatly iKaffe kaurajuoma 1L,0.0,0,0,0,1501,111
PR0001246,Elovena 1l kaurajuoma kahviin,0.0,0,0,0,1501,111
PR0001247,Fazer Aito Kaurajuoma Barista 1 L,0.0,0,0,0,1501,111
PR0001252,Saksanpähkinäöljy (USDA),0.0,0,0,0,601,1101
PR0001253,Jalotofu marinoitu tofu 300g luomu,0.0,0,0,0,201,302
PR0001254,Jalotofu Kylmäsavu gluteeniton tofu 300g,0.0,0,0,0,201,302
PR0001259,Jalotofu maustamaton tofu 270g luomu,0.0,0,0,0,201,302
PR0001272,Bon Vegan 100g viherpippuri-kasvisleikkele,0.0,0,0,0,201,302
PR0001282,Juustoportti Hyvin sokeroimaton jogurtti 150 g banaani laktoositon,1.0,0,0,0,1002,402
PR0001299,Porkkanaraaste,0.0,0,0,0,101,906
PR0001300,"Juustoraaste (juusto, tuotekeskiarvo)",1.0,0,0,0,1003,404
PR0001301,"Kirsikkatomaatti, helmitomaatti",0.0,0,0,0,104,903
PR0001302,Mehukatti Trip Vadelmamehujuoma 2dl,0.0,0,0,0,1201,1406
PR0001307,Raikastamo Luomu Mustikka-Omena pillimehu 200ml,0.0,0,0,0,1201,1406
PR0001308,"Pillimehu (mehu, mehujuoma)",0.0,0,0,0,1201,1406
PR0001309,Karkki,0.0,0,0,0,1101,1204
PR0001316,VAASAN KOULUNÄKKI Klassikko 200 g Täysjyväruisnäkkileipä,0.0,0,0,0,502,110
PR0001324,MUU Jauhis 280g,0.0,0,0,0,201,301
